,home,date,result,goals,away,total_shots,shots_on_target,goals_on_penalty,total_penalties,completed_passings,total_passings,corners,percentage_possession,fouls,yellow_cards,red_cards,season,rank_h,rank_a
385,Juventus,2020-09-20,V,0.0,Sampdoria,2.400000000000002,0.7999999999999998,0.2,0.0,212.8,193.39999999999998,1.2000000000000002,14.600000000000001,1.8000000000000007,-0.7999999999999998,-0.4,20_21,9.0,2.0
386,Milan,2020-09-21,V,2.0,Bologna,1.200000000000001,2.3999999999999995,0.0,0.2,23.599999999999966,21.0,-0.20000000000000018,1.0,1.799999999999999,0.19999999999999996,0.0,20_21,9.0,0.0
387,Cagliari,2020-09-26,P,-1.4000000000000001,Lazio,-5.6,-2.5999999999999996,-0.6,-0.6,-128.0,-127.59999999999997,-3.0000000000000004,-13.399999999999999,0.5999999999999996,0.40000000000000013,0.0,20_21,0.0,9.0
388,Inter,2020-09-26,V,0.0,Fiorentina,-3.5999999999999996,-0.7999999999999998,0.0,0.0,86.40000000000003,96.20000000000005,0.6000000000000005,6.799999999999997,-0.20000000000000107,-0.20000000000000018,0.0,20_21,5.0,0.0
389,Sampdoria,2020-09-26,P,-1.0,Benevento,-5.0,-2.0,0.0,0.0,-199.0,-184.0,2.0,-20.0,4.0,2.0,0.0,20_21,7.0,2.0
390,Torino,2020-09-26,P,0.0,Atalanta,-4.0,0.39999999999999947,0.0,-0.2,-48.80000000000001,-64.20000000000005,-1.0,-6.0,1.0,0.6000000000000001,0.0,20_21,3.0,4.0
391,Hellas Verona,2020-09-27,V,0.40000000000000013,Udinese,3.200000000000001,1.0000000000000004,0.4,0.4,35.0,70.60000000000002,0.39999999999999947,14.799999999999997,1.200000000000001,0.0,0.2,20_21,2.0,5.0
392,Spezia,2020-09-27,P,-3.0,Sassuolo,-4.0,0.0,-1.0,-1.0,-329.0,-337.0,-2.0,-32.0,8.0,1.0,0.0,20_21,1.0,8.0
393,Roma,2020-09-27,N,1.4,Juventus,-3.0,-1.0,0.8,0.6000000000000001,-160.99999999999994,-153.20000000000005,-0.8000000000000007,-8.599999999999994,2.0,-0.19999999999999996,0.0,20_21,2.0,7.0
394,Napoli,2020-09-27,V,-0.19999999999999996,Genoa,8.0,1.1999999999999997,0.2,0.2,210.60000000000002,193.60000000000002,1.1999999999999997,14.0,-2.8000000000000007,-1.2000000000000002,-0.4,20_21,7.0,1.0
395,Crotone,2020-09-27,P,-1.4,Milan,-2.4000000000000004,-2.2,-0.2,-0.4,1.0,-4.7999999999999545,-1.2000000000000002,-3.799999999999997,-1.0,0.0,0.0,20_21,0.0,10.0
396,Bologna,2020-09-28,V,-1.0,Parma,4.800000000000001,0.5999999999999996,-0.4,-0.4,40.400000000000034,46.80000000000001,2.4,6.799999999999997,4.399999999999999,0.19999999999999973,0.2,20_21,7.0,0.0
397,Lazio,2020-09-30,P,0.7999999999999998,Atalanta,1.4000000000000021,3.1999999999999993,0.4,0.2,12.600000000000023,2.800000000000068,0.40000000000000036,0.8000000000000043,-3.5999999999999996,-0.19999999999999996,0.0,20_21,1.0,4.0
398,Udinese,2020-09-30,P,0.0,Spezia,2.0,-1.2000000000000002,0.0,0.0,66.0,76.39999999999998,3.4000000000000004,9.600000000000001,-1.4000000000000004,-1.0,0.0,20_21,8.0,2.0
399,Benevento,2020-09-30,P,0.7999999999999998,Inter,-0.1999999999999993,-0.20000000000000018,0.0,0.0,-25.600000000000023,-8.799999999999955,-1.2000000000000002,5.799999999999997,-2.0,-1.4,0.0,20_21,0.0,10.0
400,Fiorentina,2020-10-02,P,1.5999999999999999,Sampdoria,0.5999999999999996,1.2000000000000002,0.2,-0.2,27.80000000000001,14.199999999999989,-0.1999999999999993,3.799999999999997,1.8000000000000007,-0.5999999999999996,-0.4,20_21,4.0,5.0
401,Udinese,2020-10-03,P,-1.4,Roma,-1.0,-0.40000000000000036,-1.0,-1.0,-64.40000000000003,-64.0,-0.20000000000000018,-5.0,-1.5999999999999979,-1.4,0.0,20_21,2.0,8.0
402,Sassuolo,2020-10-03,V,1.5,Crotone,9.899999999999999,5.3,0.2,0.2,140.29999999999995,126.29999999999995,1.7999999999999998,12.0,-4.6,-0.10000000000000009,0.0,20_21,9.0,1.0
403,Benevento,2020-10-04,V,0.8999999999999999,Bologna,-4.5,-0.2999999999999998,0.0,0.0,-62.5,-49.60000000000002,-2.0999999999999996,-5.399999999999999,-5.0,-1.2000000000000002,-0.2,20_21,1.0,8.0
404,Lazio,2020-10-04,N,-1.0,Inter,1.5999999999999996,0.8000000000000007,0.4,0.4,-57.0,-48.39999999999998,1.7999999999999998,-2.6000000000000014,-4.199999999999999,0.3999999999999999,0.0,20_21,3.0,6.0
405,Milan,2020-10-04,V,0.8999999999999999,Spezia,7.0,1.2999999999999998,0.4,0.6,101.69999999999999,114.79999999999995,3.0999999999999996,12.399999999999999,-1.3000000000000007,-1.7,-0.5,20_21,8.0,2.0
406,Atalanta,2020-10-04,V,1.6,Cagliari,3.5999999999999996,0.6000000000000001,0.0,0.2,96.19999999999999,114.0,1.8000000000000003,11.199999999999996,2.4000000000000004,-0.6000000000000001,0.0,20_21,5.0,6.0
407,Parma,2020-10-04,V,0.0,Hellas Verona,-2.0,0.5999999999999996,-0.2,-0.2,17.0,-5.2000000000000455,-0.40000000000000036,-6.0,-3.1999999999999993,0.8,0.0,20_21,3.0,8.0
408,Inter,2020-10-17,P,0.0,Milan,-2.0,0.1999999999999993,-0.4,-0.6,21.600000000000023,9.800000000000068,-2.1999999999999997,-2.0,1.200000000000001,0.5999999999999999,0.2,20_21,7.0,2.0
409,Crotone,2020-10-17,N,-0.9333333333333335,Juventus,-6.066666666666665,-3.266666666666666,0.1333333333333333,-0.06666666666666671,-200.13333333333327,-181.60000000000002,-3.066666666666667,-13.266666666666666,2.0666666666666664,0.0,-0.2,20_21,0.0,8.0
410,Napoli,2020-10-17,V,-0.3999999999999999,Atalanta,2.3999999999999986,0.20000000000000018,0.2,0.2,87.99999999999994,68.0,0.39999999999999947,3.6000000000000014,-5.199999999999999,0.0,0.0,20_21,5.0,4.0
411,Sampdoria,2020-10-17,V,-0.19999999999999996,Lazio,-0.5999999999999996,-2.0,0.2,0.6,-163.2,-153.39999999999998,-1.0,-12.200000000000003,0.5999999999999996,-0.3999999999999999,0.0,20_21,1.0,9.0
412,Torino,2020-10-18,P,0.19999999999999996,Cagliari,2.4000000000000004,2.0,0.0,0.0,57.200000000000045,54.19999999999999,-0.40000000000000036,8.600000000000001,4.0,0.19999999999999996,0.0,20_21,3.0,3.0
413,Bologna,2020-10-18,P,-1.7999999999999998,Sassuolo,-4.599999999999998,-2.0,-0.4,-0.4,-145.79999999999995,-143.60000000000002,2.2,-8.399999999999999,5.399999999999999,1.0000000000000002,0.2,20_21,4.0,5.0
414,Roma,2020-10-18,V,-0.19999999999999996,Benevento,3.533333333333333,-0.13333333333333286,0.6,0.6,105.4666666666667,98.0,0.666666666666667,4.600000000000001,4.2666666666666675,0.4666666666666668,0.0,20_21,9.0,0.0
415,Spezia,2020-10-18,N,-1.4,Fiorentina,-11.133333333333333,-3.0,-0.2,-0.2,-50.333333333333314,-46.866666666666674,-1.7333333333333338,-7.5333333333333385,2.933333333333332,1.6,0.3333333333333333,20_21,0.0,9.0
416,Udinese,2020-10-18,V,-0.9999999999999999,Parma,2.0,-1.0000000000000004,0.0,0.0,3.3999999999999773,8.399999999999977,0.0,1.6000000000000014,1.5999999999999996,-1.6,-0.2,20_21,5.0,4.0
417,Hellas Verona,2020-10-19,N,0.0,Genoa,3.5999999999999996,1.0,0.0,0.0,13.199999999999989,31.0,0.7999999999999998,10.200000000000003,5.4,-1.6,-0.2,20_21,3.0,5.0
418,Sassuolo,2020-10-23,N,1.2000000000000002,Torino,11.0,3.1999999999999993,0.2,0.2,118.19999999999999,118.99999999999994,4.0,11.600000000000001,-4.599999999999998,-0.40000000000000013,-0.2,20_21,1.0,6.0
419,Genoa,2020-10-24,P,-1.2000000000000002,Inter,-7.4,-2.6000000000000005,0.0,0.0,-175.2,-168.8,-0.20000000000000018,-16.0,-3.3999999999999986,0.7999999999999998,0.2,20_21,1.0,9.0
420,Atalanta,2020-10-24,P,1.1999999999999997,Sampdoria,0.1999999999999993,1.2000000000000002,-0.2,-0.4,141.60000000000002,132.99999999999994,-0.20000000000000018,9.799999999999997,-0.1999999999999993,-0.8,-0.2,20_21,5.0,4.0
421,Lazio,2020-10-24,V,-0.6000000000000001,Bologna,-3.0,-2.2,0.0,0.0,75.60000000000002,79.19999999999999,-2.2,-2.799999999999997,-4.400000000000002,0.6000000000000001,0.0,20_21,5.0,2.0
422,Juventus,2020-10-25,N,0.5999999999999999,Hellas Verona,3.799999999999999,1.1999999999999997,0.2,0.2,189.59999999999997,151.99999999999994,0.40000000000000036,5.600000000000001,-3.9999999999999982,0.8,0.2,20_21,7.0,2.0
423,Benevento,2020-10-25,P,-1.0,Napoli,-6.75,-3.2,-0.2,0.04999999999999999,-213.79999999999995,-200.35000000000002,-0.34999999999999964,-10.25,1.5500000000000007,0.10000000000000009,0.0,20_21,0.0,10.0
424,Cagliari,2020-10-25,V,0.44999999999999996,Crotone,-1.1500000000000004,0.9500000000000002,-0.5,-0.5,-69.0,-75.30000000000001,1.75,-7.950000000000003,-2.25,-0.25,0.0,20_21,9.0,0.0
425,Parma,2020-10-25,N,0.3500000000000001,Spezia,2.5500000000000007,1.8499999999999996,0.0,0.0,15.100000000000023,16.05000000000001,1.2000000000000002,1.1499999999999986,-4.6,-0.5499999999999998,-0.04999999999999999,20_21,4.0,2.0
426,Fiorentina,2020-10-25,V,1.2,Udinese,2.5999999999999996,1.8000000000000003,0.2,0.2,60.39999999999998,43.0,-1.0,5.600000000000001,0.5999999999999996,0.3999999999999999,0.0,20_21,7.0,2.0
427,Milan,2020-10-26,N,0.19999999999999973,Roma,-1.0,-0.20000000000000018,-0.19999999999999996,0.20000000000000007,44.80000000000001,50.39999999999998,1.0,5.599999999999994,-0.8000000000000007,0.40000000000000013,0.0,20_21,6.0,3.0
428,Crotone,2020-10-31,P,-2.0,Atalanta,-5.0,-3.5999999999999996,0.2,0.2,-73.39999999999998,-81.80000000000007,-0.6000000000000001,-4.399999999999999,0.3999999999999986,0.6000000000000001,0.2,20_21,0.0,9.0
429,Bologna,2020-10-31,V,-0.3999999999999999,Cagliari,3.5999999999999996,1.6000000000000005,0.0,0.0,45.60000000000002,52.0,2.8,10.600000000000001,3.400000000000002,0.5999999999999999,0.2,20_21,3.0,5.0
430,Inter,2020-10-31,N,1.4000000000000001,Parma,6.400000000000002,1.9999999999999996,-0.2,-0.2,207.8,206.20000000000005,-1.5999999999999996,16.4,4.0,-0.5999999999999999,0.0,20_21,7.0,1.0
431,Roma,2020-11-01,V,0.20000000000000018,Fiorentina,2.4000000000000004,0.39999999999999947,0.6,0.6,36.0,42.0,1.0,2.0,1.6000000000000014,0.0,0.0,20_21,7.0,2.0
432,Torino,2020-11-01,P,0.40000000000000013,Lazio,-1.1999999999999993,2.2,0.2,0.2,-87.40000000000003,-105.0,-3.0,-5.0,2.6000000000000014,-1.4000000000000001,0.0,20_21,2.0,5.0
433,Spezia,2020-11-01,P,-0.20000000000000018,Juventus,-4.6,-0.6000000000000001,-0.2,-0.2,-194.0,-189.80000000000007,-2.0,-13.600000000000001,5.199999999999999,0.8,-0.2,20_21,0.0,10.0
434,Udinese,2020-11-01,P,-1.4,Milan,1.5999999999999996,-0.39999999999999947,-0.6,-0.8,-72.60000000000002,-66.00000000000006,1.0,-5.799999999999997,-0.5999999999999996,-1.2000000000000002,0.0,20_21,2.0,4.0
435,Napoli,2020-11-01,P,0.19999999999999973,Sassuolo,-2.0,0.5999999999999996,-0.2,-0.2,4.7999999999999545,1.3999999999999773,-0.6000000000000005,-4.399999999999999,-1.0,-0.20000000000000018,0.0,20_21,6.0,1.0
436,Sampdoria,2020-11-01,N,0.6000000000000001,Genoa,5.6,1.8000000000000003,0.2,0.4,-42.0,-33.80000000000001,0.7999999999999998,-2.1999999999999957,3.3999999999999986,-0.3999999999999999,-0.4,20_21,6.0,1.0
437,Hellas Verona,2020-11-02,V,-0.8,Benevento,0.1999999999999993,0.0,0.0,-0.2,42.39999999999998,68.19999999999999,0.7999999999999998,5.799999999999997,5.199999999999999,0.0,0.0,20_21,7.0,1.0
438,Genoa,2020-11-04,P,-1.0,Torino,-2.6000000000000005,-2.6,-0.4,-0.4,-2.400000000000034,17.599999999999966,-1.0,-1.7999999999999972,-0.9999999999999982,0.7999999999999998,-0.2,20_21,1.0,8.0
439,Sassuolo,2020-11-06,N,2.2,Udinese,1.200000000000001,2.2,0.39999999999999997,0.39999999999999997,163.59999999999997,149.60000000000002,0.39999999999999947,13.599999999999994,-2.3999999999999986,0.0,0.0,20_21,1.0,6.0
440,Cagliari,2020-11-07,V,0.0,Sampdoria,1.3999999999999986,-0.1999999999999993,-0.2,-0.4,12.0,-6.399999999999977,0.39999999999999947,1.0,-4.799999999999999,-1.5999999999999999,0.0,20_21,5.0,3.0
441,Benevento,2020-11-07,P,0.0,Spezia,0.0,0.7999999999999998,0.0,0.2,-91.0,-84.39999999999998,0.20000000000000018,-5.199999999999996,-4.399999999999999,-0.3999999999999999,0.0,20_21,2.0,3.0
442,Parma,2020-11-07,N,-0.19999999999999996,Fiorentina,-1.0,0.5999999999999996,0.2,0.2,-74.59999999999997,-66.40000000000003,2.4000000000000004,-6.800000000000004,-3.5999999999999996,0.6000000000000001,0.0,20_21,2.0,5.0
443,Genoa,2020-11-08,P,-2.2,Roma,-6.199999999999999,-3.4,-0.6,-0.6,-16.0,4.199999999999989,-2.4000000000000004,-2.3999999999999986,-1.3999999999999986,0.0,0.0,20_21,0.0,6.0
444,Bologna,2020-11-08,P,-0.5999999999999996,Napoli,-1.1999999999999993,-0.7999999999999998,0.0,0.0,-126.20000000000005,-117.39999999999998,0.39999999999999947,-1.6000000000000014,6.0,0.8,0.0,20_21,3.0,7.0
445,Lazio,2020-11-08,N,-0.6000000000000001,Juventus,-1.5999999999999996,-1.0,-0.2,-0.2,-106.99999999999994,-96.39999999999998,0.0,-9.0,2.4000000000000004,1.9999999999999998,-0.2,20_21,3.0,6.0
446,Milan,2020-11-08,N,1.4,Hellas Verona,1.4000000000000004,0.39999999999999947,0.4,0.6,90.20000000000005,68.0,-0.5999999999999996,4.399999999999999,-3.3999999999999986,0.0,0.0,20_21,8.0,1.0
447,Torino,2020-11-08,N,1.4,Crotone,1.1999999999999993,1.9999999999999996,0.0,0.0,-8.0,-20.0,2.0,-2.6000000000000014,1.0,-0.19999999999999973,0.0,20_21,7.0,1.0
448,Atalanta,2020-11-08,N,0.3999999999999999,Inter,-1.1999999999999993,0.40000000000000036,0.2,0.2,-52.80000000000007,-52.0,-4.4,-7.800000000000004,0.0,0.40000000000000013,-0.2,20_21,1.0,3.0
449,Juventus,2020-11-21,V,-0.8,Cagliari,-1.6000000000000014,-1.1999999999999997,0.2,0.2,143.59999999999997,131.19999999999993,-0.1999999999999993,9.0,-3.6000000000000014,0.3999999999999999,0.4,20_21,10.0,1.0
450,Crotone,2020-11-21,P,-0.6000000000000001,Lazio,-1.799999999999999,0.20000000000000018,0.2,0.2,-45.0,-45.80000000000007,-2.1999999999999997,-1.0,0.5999999999999996,0.20000000000000018,0.2,20_21,0.0,9.0
451,Spezia,2020-11-21,N,-0.3999999999999999,Atalanta,-4.4,-1.7999999999999998,-0.2,-0.2,-127.80000000000007,-124.19999999999999,1.8000000000000003,-7.199999999999996,1.1999999999999993,0.3999999999999999,0.0,20_21,0.0,9.0
452,Roma,2020-11-22,V,1.4,Parma,6.4,2.8,0.2,0.2,76.60000000000002,76.80000000000001,0.7999999999999998,6.399999999999999,-0.7999999999999989,0.0,0.0,20_21,8.0,3.0
453,Udinese,2020-11-22,V,0.6,Genoa,1.8000000000000007,0.3999999999999999,0.2,0.2,-43.39999999999998,-57.0,3.4,-1.3999999999999986,1.4000000000000004,0.40000000000000013,0.0,20_21,6.0,0.0
454,Napoli,2020-11-22,P,0.20000000000000018,Milan,2.799999999999997,2.1999999999999993,-0.2,-0.6,26.400000000000034,13.199999999999932,2.000000000000001,-3.799999999999997,-4.6,-1.0,0.0,20_21,4.0,2.0
455,Inter,2020-11-22,V,-0.6000000000000001,Torino,6.0,1.2000000000000002,-0.4,-0.4,127.20000000000005,144.39999999999998,3.0,12.600000000000001,0.1999999999999993,-0.20000000000000018,0.0,20_21,6.0,2.0
456,Sampdoria,2020-11-22,P,0.40000000000000013,Bologna,-7.0,-2.0,0.2,0.4,-15.0,-3.0,-3.4000000000000004,-7.200000000000003,3.1999999999999993,0.8000000000000003,0.2,20_21,2.0,9.0
457,Hellas Verona,2020-11-22,P,-1.4000000000000001,Sassuolo,-0.8000000000000007,-0.7999999999999998,-0.4,-0.4,-170.79999999999995,-138.40000000000003,0.39999999999999947,-11.399999999999999,5.199999999999999,0.7999999999999998,0.0,20_21,2.0,8.0
458,Fiorentina,2020-11-22,P,0.19999999999999996,Benevento,1.8000000000000007,0.40000000000000036,0.0,-0.2,175.40000000000003,164.79999999999995,0.8000000000000003,12.600000000000001,1.3999999999999986,-1.4,0.0,20_21,9.0,1.0
459,Benevento,2020-11-28,N,-0.8,Juventus,-4.799999999999999,-1.2000000000000002,-0.2,0.0,-233.2,-217.8,-1.1999999999999997,-13.600000000000001,1.4000000000000004,1.0,0.0,20_21,1.0,8.0
460,Sassuolo,2020-11-28,P,0.20000000000000018,Inter,-3.4000000000000004,0.6000000000000005,0.0,0.0,-10.0,-21.0,-1.7999999999999998,0.20000000000000284,-3.0,0.0,0.0,20_21,4.0,5.0
461,Atalanta,2020-11-28,P,-0.19999999999999996,Hellas Verona,1.1999999999999993,-0.5999999999999996,0.2,0.2,181.8,157.59999999999997,-3.1999999999999997,8.200000000000003,0.0,-0.19999999999999973,0.0,20_21,8.0,2.0
462,Lazio,2020-11-29,P,0.40000000000000013,Udinese,2.4000000000000004,1.1999999999999997,0.0,0.0,94.39999999999998,113.0,-1.5999999999999996,6.199999999999996,-2.1999999999999993,0.6000000000000001,0.0,20_21,7.0,1.0
463,Napoli,2020-11-29,V,-1.6,Roma,2.6000000000000014,0.20000000000000018,-0.4,-0.4,29.799999999999955,34.80000000000007,3.1999999999999993,5.399999999999999,-4.4,-0.20000000000000018,0.2,20_21,5.0,3.0
464,Milan,2020-11-29,V,1.4,Fiorentina,8.999999999999998,3.1999999999999997,0.2,0.6,-57.80000000000001,-46.80000000000007,3.4,-2.8000000000000043,-0.8000000000000007,0.8,-0.2,20_21,5.0,4.0
465,Cagliari,2020-11-29,N,0.6000000000000001,Spezia,-1.5999999999999996,0.40000000000000036,0.2,0.2,-72.39999999999998,-80.20000000000005,-0.3999999999999999,-7.799999999999997,-3.599999999999998,-0.6000000000000001,0.0,20_21,6.0,2.0
466,Bologna,2020-11-29,V,1.0,Crotone,6.4,2.4000000000000004,-0.2,-0.2,-20.19999999999999,-22.19999999999999,5.4,1.1999999999999957,1.0,-0.3999999999999999,-0.4,20_21,8.0,2.0
467,Torino,2020-11-30,N,0.3999999999999999,Sampdoria,1.5999999999999996,0.19999999999999973,0.4,0.2,-15.0,-46.80000000000001,-0.20000000000000018,-2.799999999999997,-2.3999999999999986,-0.3999999999999999,-0.2,20_21,4.0,4.0
468,Genoa,2020-11-30,P,-0.6,Parma,1.799999999999999,-0.20000000000000018,-0.2,-0.2,43.599999999999966,61.200000000000045,0.0,5.200000000000003,-0.5999999999999996,0.20000000000000018,0.2,20_21,5.0,6.0
469,Spezia,2020-12-05,P,-0.3999999999999999,Lazio,0.8000000000000007,-0.5999999999999996,-0.2,-0.2,-2.599999999999966,-7.600000000000023,-1.1999999999999997,2.1999999999999957,5.4,-0.20000000000000018,0.0,20_21,0.0,10.0
470,Inter,2020-12-05,V,1.0,Bologna,-1.4000000000000004,-1.0,0.2,0.2,89.80000000000001,75.00000000000006,-1.5999999999999996,2.6000000000000014,4.399999999999999,-0.8,0.0,20_21,7.0,3.0
471,Juventus,2020-12-05,V,0.0,Torino,6.4,1.7999999999999998,-0.2,-0.2,153.0,148.39999999999998,1.1999999999999993,10.399999999999999,-2.4000000000000004,-0.7999999999999998,0.2,20_21,8.0,0.0
472,Crotone,2020-12-06,P,-1.0,Napoli,-9.2,-3.2,0.0,0.0,-95.39999999999998,-80.60000000000002,-8.6,-5.800000000000004,5.6,1.8000000000000003,0.2,20_21,0.0,10.0
473,Sampdoria,2020-12-06,P,-1.0,Milan,-9.2,-2.9999999999999996,-0.4,-0.6000000000000001,-59.0,-50.00000000000006,-2.0,-7.799999999999997,1.5999999999999979,0.6000000000000001,0.2,20_21,2.0,6.0
474,Parma,2020-12-06,N,0.3999999999999999,Benevento,-2.3999999999999995,-0.8000000000000003,0.2,0.2,56.80000000000001,46.39999999999998,0.0,0.4000000000000057,-2.200000000000001,-2.4,-0.2,20_21,4.0,2.0
475,Roma,2020-12-06,N,0.8000000000000003,Sassuolo,4.800000000000001,2.4,0.0,0.0,-116.60000000000002,-112.39999999999998,2.2,-13.0,-1.799999999999999,-1.0,0.0,20_21,5.0,1.0
476,Hellas Verona,2020-12-06,N,-0.3999999999999999,Cagliari,-0.40000000000000036,-1.2000000000000002,0.0,0.0,-63.19999999999999,-45.599999999999966,0.0,-2.200000000000003,5.799999999999999,1.8000000000000003,0.0,20_21,4.0,3.0
477,Fiorentina,2020-12-07,N,-0.20000000000000007,Genoa,-5.4,-1.0,0.0,0.0,57.19999999999999,43.200000000000045,-0.20000000000000018,6.600000000000001,3.4000000000000004,0.40000000000000013,0.0,20_21,3.0,2.0
478,Sassuolo,2020-12-11,V,0.20000000000000007,Benevento,-1.6000000000000005,-0.6000000000000001,0.2,0.2,206.39999999999998,186.20000000000005,-0.19999999999999973,15.199999999999996,0.0,-1.4,-0.2,20_21,9.0,0.0
479,Lazio,2020-12-12,P,0.3999999999999999,Hellas Verona,-2.0,1.4000000000000004,0.2,0.2,115.80000000000001,106.20000000000005,-0.7999999999999998,4.600000000000001,-4.400000000000002,0.0,0.0,20_21,6.0,2.0
480,Torino,2020-12-12,P,0.0,Udinese,0.20000000000000107,0.3999999999999999,0.0,0.0,22.19999999999999,24.80000000000001,-1.3999999999999995,1.0,2.0,0.0,0.0,20_21,6.0,4.0
481,Crotone,2020-12-12,V,-1.2,Spezia,-5.0,-1.9999999999999998,-0.2,-0.2,-107.80000000000001,-103.79999999999995,-1.6,-10.600000000000001,-4.800000000000001,-0.20000000000000018,0.4,20_21,3.0,3.0
482,Cagliari,2020-12-13,P,-1.2000000000000002,Inter,-4.800000000000001,-2.2,0.0,0.0,-95.19999999999999,-75.0,-3.0,-5.0,-2.0,-0.8,0.0,20_21,1.0,9.0
483,Atalanta,2020-12-13,V,0.6000000000000001,Fiorentina,6.0,1.2000000000000002,0.2,0.2,-15.399999999999977,-12.200000000000045,-1.6000000000000005,-4.600000000000001,2.0,0.0,-0.2,20_21,4.0,3.0
484,Bologna,2020-12-13,P,-0.20000000000000018,Roma,-1.8000000000000007,1.0,0.0,0.0,-26.799999999999955,-8.600000000000023,-0.20000000000000018,4.0,0.1999999999999993,0.3999999999999999,-0.2,20_21,3.0,6.0
485,Napoli,2020-12-13,V,1.0,Sampdoria,8.2,3.6,0.0,0.0,154.20000000000005,128.19999999999993,1.5999999999999996,9.0,-8.0,-0.8,0.0,20_21,10.0,1.0
486,Genoa,2020-12-13,P,-1.2,Juventus,-3.8000000000000007,-1.3999999999999995,-0.2,-0.2,-157.79999999999995,-135.79999999999995,-3.6,-10.200000000000003,-0.8000000000000007,0.0,-0.2,20_21,2.0,8.0
487,Milan,2020-12-13,N,1.4000000000000001,Parma,11.600000000000001,3.6,0.4,0.8,47.0,61.200000000000045,3.8000000000000003,11.200000000000003,1.1999999999999993,0.3999999999999999,0.0,20_21,9.0,0.0
488,Udinese,2020-12-15,N,0.8,Crotone,-1.4000000000000004,-1.0,0.2,0.2,-5.2000000000000455,-28.400000000000034,1.0,-4.400000000000006,2.6000000000000014,-0.7999999999999998,-0.4,20_21,8.0,1.0
489,Benevento,2020-12-15,N,-0.9999999999999999,Lazio,1.4000000000000004,-1.7999999999999998,-0.2,-0.2,-100.20000000000005,-119.39999999999998,1.0,-8.0,1.6000000000000014,1.0,0.0,20_21,0.0,9.0
490,Fiorentina,2020-12-16,N,-0.39999999999999997,Sassuolo,1.0,1.2000000000000002,-0.2,-0.2,13.200000000000045,36.80000000000007,0.7999999999999998,1.7999999999999972,-1.4000000000000004,-0.20000000000000018,-0.2,20_21,3.0,5.0
491,Parma,2020-12-16,N,-0.3999999999999999,Cagliari,-4.6000000000000005,-1.8,-0.2,-0.2,29.19999999999999,15.600000000000023,-0.6000000000000001,-0.6000000000000014,3.5999999999999996,1.2,0.0,20_21,1.0,8.0
492,Hellas Verona,2020-12-16,P,0.3999999999999999,Sampdoria,2.1999999999999993,0.0,0.2,0.2,-17.399999999999977,-13.600000000000023,-2.1999999999999997,2.4000000000000057,3.200000000000001,0.0,-0.2,20_21,2.0,7.0
493,Genoa,2020-12-16,N,-1.4000000000000001,Milan,-11.999999999999998,-2.2,-0.4,-0.8,-68.60000000000002,-66.80000000000001,-5.799999999999999,-10.399999999999999,-0.7999999999999989,0.0,0.2,20_21,1.0,8.0
494,Spezia,2020-12-16,N,0.3999999999999999,Bologna,0.8000000000000007,0.0,0.2,0.2,68.0,74.59999999999991,-1.3999999999999995,8.0,4.6,0.6000000000000001,0.0,20_21,0.0,9.0
